id_anuncio	capacidade	nro_quartos	nro_banheiros	regiao_bairro	tipo_acomodacao	avaliacao_media	distancia_ponto_turistico_km	nro_avaliacoes	possui_piscina	possui_estacionamento	possui_wifi	aceita_animais	politica_cancelamento	idioma_anuncio	tempo_resposta_anfitriao_h	preco_diaria
H001338	6	2	2	Centro_SP	espaco_inteiro	4.7	0.82	82	nao	nao	sim	sim	moderada	portugues	4.63	921.13
H001339	1	1	2	Savassi_BH_MG	quarto_privativo	4.72	5.71	0	nao	nao	sim	sim	rigorosa	ingles	0.7	322.34
H001340	1	1	1	Pinheiros_SP	espaco_inteiro	4.88	0.1	64	sim	nao	sim	sim	moderada	espanhol	2.27	718.57
H001341	5	2	2	Ipanema_RJ	espaco_inteiro	4.97	0.12	83	nao	sim	sim	sim	rigorosa	portugues	4.15	935.67
H001342	1	1	1	Pelourinho_Salvador_BA	espaco_inteiro	4.69	6.27	66	nao	sim	sim	nao	flexivel	portugues	5.52	435.2
H001343	5	2	2	Vila_Madalena_SP	espaco_inteiro	4.58	0.1	68	nao	nao	sim	nao	rigorosa	portugues	4.4	765.41
H001344	9	4	2	Centro_SP	espaco_inteiro	4.83	0.22	44	sim	sim	sim	nao	moderada	portugues	6.03	1140.13
H001345	2	1	1	Praia_Iracema_Fortaleza_CE	quarto_privativo	4.21	1.68	79	nao	nao	sim	nao	moderada	portugues	1.34	479.05
H001346	7	3	1	Centro_SP	espaco_inteiro	4.52	5.68	1	nao	nao	sim	sim	flexivel	portugues	3.72	395.65
H001347	5	1	2	Vila_Madalena_SP	espaco_inteiro	4.68	0.1	23	nao	nao	sim	nao	flexivel	frances	0.93	798.36
H001348	1	1	1	Pinheiros_SP	quarto_privativo	4.03	2.61	67	nao	sim	sim	nao	flexivel	portugues	2.91	576.8
H001349	4	3	2	Vila_Madalena_SP	espaco_inteiro	4.76	5.78	79	sim	nao	sim	sim	rigorosa	portugues	0.2	1105.78
H001350	7	3	2	Ipanema_RJ	espaco_inteiro	4.38	0.92	105	nao	nao	nao	nao	flexivel	portugues	1.47	1000.93
H001351	4	3	2	Pelourinho_Salvador_BA	espaco_inteiro	4.42	5.09	137	nao	sim	sim	sim	rigorosa	portugues	2.57	828.29
H001352	3	1	1	Pelourinho_Salvador_BA	espaco_inteiro	4.54	12.48	26	nao	nao	sim	nao	flexivel	portugues	6.07	114.41
H001353	7	3	2	Pinheiros_SP	espaco_inteiro	4.61	0.14	18	nao	sim	sim	nao	moderada	portugues	0.2	1065.54
H001354	3	1	1	Pinheiros_SP	quarto_privativo	4.67	2.57	90	nao	nao	sim	sim	moderada	portugues	2.84	681.96
H001355	4	1	1	Savassi_BH_MG	espaco_inteiro	4.63	0.64	33	nao	sim	sim	nao	flexivel	espanhol	0.5	769.29
H001356	2	1	1	Ipanema_RJ	quarto_privativo	4.74	1.75	46	nao	nao	sim	nao	moderada	portugues	2.24	818.37
H001357	8	5	3	Centro_SP	espaco_inteiro	4.44	2.84	84	nao	sim	sim	sim	flexivel	portugues	11.63	732.63
H001358	2	1	1	Vila_Madalena_SP	quarto_privativo	4.43	0.31	55	nao	sim	sim	nao	moderada	portugues	5.92	466.61
H001359	7	3	2	Asa_Sul_Brasilia_DF	espaco_inteiro	4.63	0.73	77	sim	sim	sim	nao	moderada	ingles	2.63	1297.33
H001360	2	2	1	Copacabana_RJ	espaco_inteiro	4.2	3.61	24	nao	sim	sim	nao	moderada	portugues	6.59	615.35
H001361	4	2	1	Boa_Viagem_Recife_PE	espaco_inteiro	4.12	1.22	60	nao	nao	sim	nao	moderada	portugues	5.92	694.84
H001362	7	2	2	Pinheiros_SP	espaco_inteiro	4.7	2.11	59	nao	nao	sim	nao	rigorosa	portugues	1.57	709.66
H001363	9	3	2	Boa_Viagem_Recife_PE	espaco_inteiro	4.23	0.43	104	sim	sim	sim	nao	flexivel	portugues	1.1	1191.15
H001364	1	1	1	Ipanema_RJ	quarto_privativo	4.53	3.03	120	nao	sim	sim	nao	moderada	portugues	11.62	689.8
H001365	1	1	1	Vila_Madalena_SP	quarto_privativo	4.4	0.87	32	nao	nao	sim	nao	flexivel	frances	0.49	454.83
H001366	4	2	1	Centro_SP	espaco_inteiro	4.59	5.27	20	nao	sim	sim	nao	flexivel	portugues	0.86	505.88
H001367	3	1	1	Copacabana_RJ	espaco_inteiro	4.88	0.88	81	nao	sim	sim	nao	flexivel	portugues	1.41	860.08
H001368	3	1	1	Copacabana_RJ	quarto_privativo	4.91	0.24	0	nao	sim	sim	nao	moderada	frances	5.4	653.72
H001369	2	1	1	Copacabana_RJ	espaco_inteiro	4.38	4.31	85	nao	nao	sim	sim	flexivel	portugues	2.52	594.09
H001370	4	1	1	Pinheiros_SP	espaco_inteiro	4.59	0.1	89	nao	nao	sim	sim	rigorosa	portugues	13.16	617.13
H001371	3	1	1	Ipanema_RJ	espaco_inteiro	4.56	4.07	30	nao	sim	sim	sim	rigorosa	ingles	3.46	746.95
H001372	3	1	1	Praia_Iracema_Fortaleza_CE	quarto_privativo	4.3	3.51	0	nao	nao	sim	nao	flexivel	portugues	14.67	62.92
H001373	8	4	2	Vila_Madalena_SP	espaco_inteiro	4.64	1.17	96	sim	nao	sim	nao	moderada	ingles	5.76	995.51
H001374	4	2	1	Pelourinho_Salvador_BA	espaco_inteiro	4.16	9.03	126	nao	nao	sim	nao	flexivel	portugues	3.25	539.67
H001375	10	4	3	Praia_Iracema_Fortaleza_CE	espaco_inteiro	4.51	4.39	120	nao	nao	sim	nao	flexivel	portugues	10.0	792.19
H001376	9	4	2	Ipanema_RJ	espaco_inteiro	4.93	7.59	123	nao	nao	sim	nao	rigorosa	ingles	4.24	936.17
H001377	1	1	1	Boa_Viagem_Recife_PE	quarto_privativo	4.46	9.3	1	nao	nao	sim	sim	moderada	portugues	0.74	356.09
H001378	6	2	1	Savassi_BH_MG	espaco_inteiro	4.52	5.74	50	nao	nao	sim	nao	flexivel	ingles	4.34	676.46
H001379	4	2	2	Boa_Viagem_Recife_PE	espaco_inteiro	4.68	3.6	59	sim	sim	sim	nao	rigorosa	ingles	4.46	913.91
H001380	4	3	3	Vila_Madalena_SP	espaco_inteiro	4.85	3.99	52	nao	nao	sim	nao	rigorosa	frances	0.72	846.92
H001381	3	1	1	Vila_Madalena_SP	quarto_privativo	4.7	0.83	78	nao	nao	sim	nao	moderada	portugues	2.21	955.79
H001382	1	1	1	Ipanema_RJ	quarto_privativo	4.01	0.15	19	nao	sim	sim	sim	rigorosa	portugues	3.95	766.03
H001383	2	1	2	Centro_SP	espaco_inteiro	4.81	0.44	0	nao	sim	sim	nao	moderada	portugues	3.8	433.9
H001384	6	2	1	Praia_Iracema_Fortaleza_CE	espaco_inteiro	4.6	8.04	0	nao	sim	sim	nao	moderada	portugues	7.28	443.21
H001385	10	4	4	Praia_Iracema_Fortaleza_CE	espaco_inteiro	4.4	2.67	97	nao	sim	sim	nao	moderada	portugues	14.51	832.28
H001386	6	2	3	Ipanema_RJ	espaco_inteiro	4.81	1.8	1	nao	sim	sim	nao	rigorosa	portugues	3.77	883.09
H001387	4	3	1	Asa_Sul_Brasilia_DF	espaco_inteiro	4.22	0.81	52	nao	sim	nao	nao	moderada	portugues	3.94	647.2
H001388	8	5	3	Pinheiros_SP	espaco_inteiro	4.24	0.86	29	nao	sim	sim	sim	moderada	espanhol	7.52	922.08
H001389	4	3	2	Savassi_BH_MG	espaco_inteiro	4.59	13.24	30	nao	nao	sim	nao	flexivel	portugues	0.23	1025.36
H001390	2	1	1	Ipanema_RJ	quarto_privativo	4.45	1.33	41	nao	sim	sim	nao	moderada	portugues	1.91	448.15
H001391	7	3	2	Praia_Iracema_Fortaleza_CE	espaco_inteiro	4.64	1.59	31	nao	sim	sim	nao	flexivel	portugues	2.38	971.71
H001392	2	2	2	Pelourinho_Salvador_BA	espaco_inteiro	4.46	0.29	0	nao	sim	sim	nao	flexivel	portugues	21.11	567.58
H001393	2	1	1	Ipanema_RJ	espaco_inteiro	4.17	0.62	41	nao	sim	sim	nao	moderada	portugues	17.9	655.53
H001394	4	2	1	Ipanema_RJ	quarto_privativo	4.87	1.68	24	nao	sim	nao	nao	rigorosa	portugues	0.32	1074.56
H001395	7	4	3	Pelourinho_Salvador_BA	espaco_inteiro	4.21	3.24	23	nao	nao	sim	nao	flexivel	portugues	1.15	974.67
H001396	4	1	1	Copacabana_RJ	quarto_privativo	4.56	1.11	151	nao	sim	sim	nao	moderada	portugues	3.53	713.38
H001397	5	2	1	Centro_SP	espaco_inteiro	4.31	8.6	1	nao	sim	sim	nao	rigorosa	ingles	0.2	624.97
H001398	1	1	1	Savassi_BH_MG	espaco_inteiro	4.52	2.67	39	nao	nao	sim	nao	flexivel	frances	1.74	482.74
H001399	2	1	2	Centro_SP	quarto_privativo	4.77	0.81	56	nao	nao	sim	nao	moderada	portugues	14.31	357.24
H001400	4	1	1	Vila_Madalena_SP	espaco_inteiro	4.73	0.65	151	nao	sim	sim	sim	moderada	portugues	4.11	457.13
H001401	7	3	2	Vila_Madalena_SP	espaco_inteiro	4.63	2.8	17	nao	sim	sim	nao	rigorosa	ingles	2.54	864.3
H001402	6	3	2	Ipanema_RJ	espaco_inteiro	4.26	0.13	116	nao	nao	sim	nao	flexivel	portugues	3.98	927.03
H001403	3	1	1	Praia_Iracema_Fortaleza_CE	espaco_inteiro	4.76	10.01	41	nao	sim	sim	nao	flexivel	portugues	5.74	642.64
H001404	2	1	2	Pinheiros_SP	espaco_inteiro	4.17	1.13	42	sim	sim	sim	nao	rigorosa	portugues	4.09	1045.23
H001405	2	1	1	Copacabana_RJ	espaco_inteiro	4.74	2.36	75	sim	nao	sim	nao	flexivel	portugues	1.5	1083.35
H001406	1	1	1	Pinheiros_SP	espaco_inteiro	4.82	9.5	129	nao	nao	sim	nao	flexivel	portugues	2.77	664.07
H001407	2	2	1	Praia_Iracema_Fortaleza_CE	quarto_privativo	4.48	3.93	31	nao	nao	sim	nao	flexivel	ingles	4.09	373.97
H001408	6	3	2	Ipanema_RJ	espaco_inteiro	4.76	0.98	59	sim	sim	sim	sim	rigorosa	portugues	1.61	1203.1
H001409	4	3	2	Savassi_BH_MG	espaco_inteiro	4.12	0.16	53	nao	nao	sim	nao	moderada	portugues	0.2	846.52
H001410	3	1	1	Asa_Sul_Brasilia_DF	quarto_privativo	4.67	2.43	51	nao	nao	sim	nao	moderada	ingles	4.93	656.2
H001411	4	2	2	Pelourinho_Salvador_BA	espaco_inteiro	4.66	3.09	84	nao	nao	sim	nao	moderada	ingles	1.41	721.71
H001412	1	1	1	Praia_Iracema_Fortaleza_CE	quarto_privativo	4.25	1.74	26	nao	sim	sim	nao	flexivel	portugues	0.48	462.97
H001413	1	1	2	Savassi_BH_MG	quarto_privativo	4.31	4.22	35	nao	sim	sim	sim	rigorosa	portugues	0.43	230.64
H001414	6	4	4	Praia_Iracema_Fortaleza_CE	espaco_inteiro	4.83	0.31	0	nao	sim	sim	nao	rigorosa	portugues	6.87	713.77
H001415	6	3	2	Copacabana_RJ	espaco_inteiro	4.86	3.5	70	sim	nao	sim	nao	moderada	ingles	5.03	988.58
H001416	10	4	3	Pelourinho_Salvador_BA	espaco_inteiro	4.41	3.73	49	nao	sim	sim	nao	moderada	portugues	3.3	780.51
H001417	6	4	2	Centro_SP	espaco_inteiro	4.43	2.39	126	sim	sim	sim	nao	flexivel	espanhol	7.31	1046.55
H001418	5	2	2	Centro_SP	espaco_inteiro	4.16	2.09	16	nao	sim	sim	sim	rigorosa	portugues	6.26	778.58
H001419	5	3	2	Savassi_BH_MG	espaco_inteiro	4.67	5.03	164	nao	sim	sim	nao	flexivel	portugues	3.77	644.45
H001420	4	1	1	Praia_Iracema_Fortaleza_CE	quarto_privativo	4.23	4.37	79	nao	nao	sim	nao	flexivel	portugues	0.85	127.92
H001421	1	1	1	Asa_Sul_Brasilia_DF	espaco_inteiro	4.47	0.35	77	nao	sim	sim	nao	rigorosa	espanhol	17.4	547.85
H001422	1	1	1	Vila_Madalena_SP	espaco_inteiro	4.82	2.21	28	nao	sim	sim	nao	rigorosa	ingles	8.22	596.36
H001423	1	1	1	Vila_Madalena_SP	quarto_privativo	4.77	0.14	38	nao	nao	sim	nao	flexivel	portugues	4.99	815.12
H001424	1	1	1	Vila_Madalena_SP	quarto_privativo	4.46	0.92	33	nao	nao	sim	nao	rigorosa	portugues	0.82	640.54
H001425	3	2	1	Pinheiros_SP	espaco_inteiro	4.41	0.76	111	nao	nao	sim	nao	rigorosa	portugues	1.55	555.61
H001426	7	3	3	Vila_Madalena_SP	espaco_inteiro	4.77	1.29	0	sim	nao	sim	nao	moderada	portugues	0.2	974.51
H001427	6	3	1	Ipanema_RJ	espaco_inteiro	4.4	2.17	42	sim	sim	sim	sim	moderada	portugues	11.8	1107.41
H001428	3	2	2	Ipanema_RJ	quarto_privativo	4.37	1.64	45	nao	sim	nao	nao	rigorosa	portugues	7.46	853.48
H001429	3	1	1	Pelourinho_Salvador_BA	quarto_privativo	4.84	0.4	32	nao	sim	sim	sim	moderada	ingles	0.42	760.87
H001430	5	3	2	Vila_Madalena_SP	espaco_inteiro	4.1	2.98	21	nao	nao	sim	nao	rigorosa	portugues	5.56	733.23
H001431	2	1	1	Praia_Iracema_Fortaleza_CE	espaco_inteiro	4.29	6.84	0	nao	nao	sim	sim	moderada	portugues	3.99	391.83
H001432	2	1	1	Boa_Viagem_Recife_PE	espaco_inteiro	4.67	3.75	43	nao	sim	sim	nao	moderada	portugues	1.33	573.18
H001433	2	2	2	Ipanema_RJ	quarto_privativo	4.56	0.43	70	nao	nao	sim	nao	rigorosa	portugues	3.78	649.3
H001434	4	1	2	Copacabana_RJ	espaco_inteiro	4.76	0.39	49	sim	nao	sim	sim	flexivel	portugues	10.14	1062.29
H001435	3	1	2	Copacabana_RJ	espaco_inteiro	4.38	5.02	21	nao	nao	sim	nao	flexivel	portugues	3.61	698.18
H001436	5	3	2	Praia_Iracema_Fortaleza_CE	espaco_inteiro	4.62	0.72	46	nao	sim	sim	nao	rigorosa	portugues	0.67	789.09
H001437	6	3	2	Copacabana_RJ	espaco_inteiro	4.72	1.65	128	nao	sim	sim	nao	rigorosa	portugues	8.14	915.72
H001438	5	3	2	Centro_SP	espaco_inteiro	4.66	11.59	27	nao	nao	nao	nao	flexivel	portugues	2.75	845.86
H001439	2	1	1	Praia_Iracema_Fortaleza_CE	quarto_privativo	4.7	1.42	55	nao	nao	sim	nao	flexivel	portugues	2.92	407.13
H001440	6	3	1	Praia_Iracema_Fortaleza_CE	espaco_inteiro	4.82	0.71	61	nao	nao	sim	nao	flexivel	portugues	13.05	932.75
H001441	5	3	2	Copacabana_RJ	espaco_inteiro	4.62	0.61	1	nao	nao	sim	nao	flexivel	portugues	11.04	782.24
H001442	2	1	1	Ipanema_RJ	quarto_privativo	4.81	3.19	36	nao	sim	sim	nao	moderada	portugues	1.03	753.77
H001443	4	3	1	Copacabana_RJ	espaco_inteiro	4.92	3.78	37	nao	nao	sim	nao	moderada	portugues	0.37	900.47
H001444	2	2	1	Ipanema_RJ	quarto_privativo	4.42	0.87	48	nao	sim	sim	nao	flexivel	portugues	3.11	798.28
H001445	7	2	2	Copacabana_RJ	espaco_inteiro	4.39	1.38	109	nao	sim	sim	nao	rigorosa	portugues	1.19	976.67
H001446	1	1	2	Centro_SP	espaco_inteiro	4.21	10.71	1	nao	sim	sim	nao	rigorosa	portugues	21.84	632.03
H001447	2	2	1	Savassi_BH_MG	quarto_privativo	4.55	0.99	113	nao	sim	sim	nao	rigorosa	portugues	1.3	676.38
H001448	4	1	1	Centro_SP	espaco_inteiro	4.17	2.4	74	nao	sim	sim	nao	rigorosa	portugues	2.55	330.48
H001449	1	1	1	Boa_Viagem_Recife_PE	espaco_inteiro	4.82	5.32	167	sim	nao	sim	nao	flexivel	portugues	0.46	501.23
H001450	2	1	1	Copacabana_RJ	quarto_privativo	4.49	5.48	0	nao	nao	sim	nao	moderada	portugues	10.62	126.72
H001451	10	4	3	Pelourinho_Salvador_BA	espaco_inteiro	4.76	10.73	228	nao	sim	sim	nao	moderada	ingles	1.23	895.62
H001452	2	1	1	Boa_Viagem_Recife_PE	espaco_inteiro	4.79	3.44	1	nao	sim	sim	sim	flexivel	portugues	2.43	604.84
H001453	1	1	2	Savassi_BH_MG	espaco_inteiro	4.59	1.82	22	nao	sim	sim	nao	rigorosa	portugues	3.18	499.0
H001454	4	1	1	Praia_Iracema_Fortaleza_CE	espaco_inteiro	4.73	5.06	22	nao	sim	sim	sim	moderada	portugues	2.16	710.94
H001455	5	3	3	Pinheiros_SP	espaco_inteiro	4.38	0.27	72	nao	sim	sim	nao	rigorosa	espanhol	4.6	781.88
H001456	3	2	1	Ipanema_RJ	espaco_inteiro	4.48	8.88	39	sim	nao	sim	sim	flexivel	portugues	0.65	897.86
H001457	8	4	2	Copacabana_RJ	espaco_inteiro	4.85	0.55	25	sim	nao	sim	sim	flexivel	portugues	7.12	1119.42
H001458	2	2	1	Vila_Madalena_SP	espaco_inteiro	4.73	1.44	147	nao	sim	sim	nao	rigorosa	portugues	4.22	668.23
H001459	1	1	1	Praia_Iracema_Fortaleza_CE	espaco_inteiro	4.41	0.1	0	nao	nao	sim	nao	flexivel	frances	1.59	386.71
H001460	4	2	2	Pinheiros_SP	espaco_inteiro	4.51	1.02	95	sim	nao	sim	nao	flexivel	ingles	1.1	1090.16
H001461	5	2	2	Pelourinho_Salvador_BA	espaco_inteiro	4.93	2.98	44	nao	sim	sim	sim	moderada	portugues	3.91	701.98
H001462	7	3	3	Centro_SP	espaco_inteiro	4.72	1.73	25	nao	sim	sim	sim	moderada	portugues	15.68	628.27
H001463	5	3	2	Copacabana_RJ	espaco_inteiro	4.15	1.27	28	nao	sim	sim	nao	flexivel	portugues	2.64	548.85
H001464	2	2	1	Pinheiros_SP	espaco_inteiro	4.88	0.23	36	sim	sim	sim	nao	flexivel	portugues	0.91	965.81
H001465	8	5	2	Boa_Viagem_Recife_PE	espaco_inteiro	4.33	3.55	23	sim	nao	sim	nao	moderada	portugues	0.39	1057.47
H001466	3	2	2	Boa_Viagem_Recife_PE	espaco_inteiro	4.17	8.31	84	nao	sim	sim	nao	rigorosa	portugues	3.51	910.72
H001467	3	2	1	Vila_Madalena_SP	espaco_inteiro	4.26	0.54	33	sim	sim	sim	sim	moderada	portugues	1.09	645.92
H001468	5	2	2	Copacabana_RJ	espaco_inteiro	4.52	4.54	76	sim	sim	sim	nao	rigorosa	portugues	9.76	1191.82
H001469	1	1	1	Asa_Sul_Brasilia_DF	espaco_inteiro	4.62	1.68	28	nao	sim	sim	nao	flexivel	portugues	10.63	417.97
H001470	5	3	2	Copacabana_RJ	espaco_inteiro	4.71	0.78	54	sim	nao	sim	nao	rigorosa	portugues	0.32	983.28
H001471	1	1	1	Praia_Iracema_Fortaleza_CE	quarto_privativo	4.76	3.06	54	nao	sim	sim	nao	moderada	portugues	2.71	647.0
H001472	4	2	2	Copacabana_RJ	espaco_inteiro	4.68	1.1	47	nao	nao	sim	nao	rigorosa	portugues	5.33	963.92
H001473	2	2	1	Ipanema_RJ	quarto_privativo	4.57	1.46	116	nao	sim	sim	nao	rigorosa	portugues	1.24	829.61
H001474	1	1	1	Centro_SP	quarto_privativo	4.61	8.15	124	nao	sim	sim	nao	flexivel	ingles	2.5	171.18
H001475	1	1	1	Centro_SP	espaco_inteiro	4.62	7.46	81	sim	sim	nao	nao	flexivel	portugues	3.45	734.91
H001476	7	3	2	Centro_SP	espaco_inteiro	4.65	1.16	100	nao	nao	sim	nao	rigorosa	portugues	13.61	821.59
H001477	5	1	1	Vila_Madalena_SP	espaco_inteiro	4.89	0.97	78	nao	sim	sim	nao	flexivel	portugues	2.18	772.06
H001478	3	2	2	Praia_Iracema_Fortaleza_CE	espaco_inteiro	4.23	8.63	31	nao	nao	sim	nao	moderada	portugues	0.73	617.9
H001479	3	1	1	Vila_Madalena_SP	quarto_privativo	4.82	0.1	42	nao	sim	sim	nao	moderada	portugues	0.2	798.93
H001480	2	1	1	Vila_Madalena_SP	espaco_inteiro	4.88	0.33	0	sim	nao	sim	nao	flexivel	portugues	5.82	820.54
H001481	2	1	1	Vila_Madalena_SP	quarto_privativo	4.71	0.14	19	nao	nao	sim	nao	rigorosa	portugues	0.35	448.03
H001482	6	2	1	Ipanema_RJ	espaco_inteiro	4.54	0.77	1	nao	nao	sim	nao	moderada	portugues	3.99	655.18
H001483	10	4	4	Centro_SP	espaco_inteiro	4.78	1.9	25	nao	sim	sim	nao	rigorosa	ingles	8.31	556.61
H001484	2	1	2	Copacabana_RJ	quarto_privativo	4.56	0.1	57	nao	sim	sim	sim	flexivel	portugues	1.65	737.22
H001485	8	4	3	Boa_Viagem_Recife_PE	espaco_inteiro	4.74	4.68	30	nao	nao	sim	nao	flexivel	portugues	5.04	1018.88
H001486	5	2	1	Ipanema_RJ	espaco_inteiro	4.84	4.24	87	nao	nao	sim	sim	flexivel	ingles	7.34	661.74
H001487	6	3	2	Praia_Iracema_Fortaleza_CE	espaco_inteiro	4.15	2.45	20	nao	sim	sim	nao	flexivel	espanhol	4.29	776.36
H001488	5	3	3	Vila_Madalena_SP	espaco_inteiro	4.67	0.3	73	nao	sim	sim	nao	rigorosa	portugues	0.63	851.85
H001489	4	3	2	Savassi_BH_MG	espaco_inteiro	4.42	9.4	18	nao	sim	sim	nao	flexivel	portugues	3.0	474.39
H001490	8	3	2	Vila_Madalena_SP	espaco_inteiro	4.78	3.33	110	sim	sim	sim	nao	flexivel	portugues	11.57	1265.3
H001491	3	2	3	Ipanema_RJ	espaco_inteiro	4.86	1.4	20	nao	sim	sim	nao	rigorosa	portugues	10.61	777.42
H001492	2	2	1	Pelourinho_Salvador_BA	espaco_inteiro	4.63	0.22	66	nao	sim	sim	nao	flexivel	portugues	2.82	490.08
H001493	2	1	2	Boa_Viagem_Recife_PE	espaco_inteiro	4.11	3.03	25	nao	sim	sim	nao	flexivel	portugues	8.65	649.98
H001494	3	1	1	Pelourinho_Salvador_BA	quarto_privativo	4.58	2.39	137	nao	nao	sim	nao	rigorosa	portugues	1.78	764.02
H001495	4	2	2	Vila_Madalena_SP	quarto_privativo	4.7	2.05	133	nao	nao	sim	nao	rigorosa	portugues	4.28	729.47
H001496	1	1	2	Boa_Viagem_Recife_PE	espaco_inteiro	4.61	10.19	64	nao	nao	nao	sim	flexivel	portugues	1.27	345.19
H001497	3	2	2	Savassi_BH_MG	espaco_inteiro	4.23	4.39	63	nao	sim	sim	sim	rigorosa	ingles	1.75	484.27
H001498	1	1	1	Boa_Viagem_Recife_PE	espaco_inteiro	4.69	8.42	83	nao	nao	sim	nao	moderada	portugues	1.43	453.15
H001499	1	1	1	Pinheiros_SP	quarto_privativo	4.44	3.73	73	nao	sim	sim	nao	flexivel	portugues	3.44	571.09
H001500	7	2	2	Boa_Viagem_Recife_PE	espaco_inteiro	4.28	5.08	91	nao	nao	sim	nao	flexivel	portugues	1.78	666.34
H001501	5	2	1	Boa_Viagem_Recife_PE	espaco_inteiro	4.79	3.68	20	sim	sim	sim	nao	rigorosa	portugues	2.42	879.14
H001502	4	1	1	Praia_Iracema_Fortaleza_CE	quarto_privativo	4.8	0.1	47	nao	sim	sim	sim	flexivel	ingles	4.38	507.26
H001503	1	1	1	Pinheiros_SP	espaco_inteiro	4.7	1.16	27	sim	nao	sim	nao	rigorosa	ingles	0.2	907.81
H001504	4	2	2	Vila_Madalena_SP	quarto_privativo	4.79	0.42	131	nao	sim	sim	nao	flexivel	portugues	5.72	860.12
H001505	4	2	2	Pelourinho_Salvador_BA	quarto_privativo	4.48	1.73	1	nao	nao	sim	nao	flexivel	portugues	1.11	698.18
H001506	6	3	2	Centro_SP	espaco_inteiro	4.64	1.2	147	nao	nao	sim	nao	rigorosa	portugues	8.73	502.91
H001507	3	2	1	Asa_Sul_Brasilia_DF	quarto_privativo	4.61	7.4	48	nao	sim	sim	sim	rigorosa	frances	6.98	664.13
H001508	2	2	2	Vila_Madalena_SP	quarto_privativo	4.78	0.1	92	nao	sim	sim	nao	flexivel	portugues	0.45	878.0
H001509	3	2	1	Copacabana_RJ	quarto_privativo	4.78	1.6	30	nao	nao	sim	nao	flexivel	portugues	0.97	799.66
H001510	8	4	2	Asa_Sul_Brasilia_DF	espaco_inteiro	4.39	0.12	1	nao	nao	sim	nao	moderada	portugues	6.22	636.72
H001511	6	2	1	Copacabana_RJ	espaco_inteiro	4.92	4.13	128	nao	nao	sim	sim	moderada	portugues	0.77	879.37
H001512	5	2	1	Copacabana_RJ	espaco_inteiro	4.8	7.91	68	nao	sim	sim	nao	moderada	portugues	0.2	792.35
H001513	4	2	1	Boa_Viagem_Recife_PE	quarto_privativo	4.57	2.04	1	nao	nao	sim	nao	flexivel	espanhol	2.08	398.86
H001514	1	1	1	Asa_Sul_Brasilia_DF	quarto_privativo	4.62	14.43	43	nao	sim	sim	nao	rigorosa	portugues	0.39	321.32
H001515	10	4	3	Savassi_BH_MG	espaco_inteiro	4.51	0.1	41	nao	sim	sim	nao	flexivel	portugues	0.95	975.97
H001516	3	1	1	Pinheiros_SP	espaco_inteiro	4.61	2.67	67	sim	nao	sim	sim	moderada	portugues	1.31	971.32
H001517	2	1	1	Ipanema_RJ	espaco_inteiro	4.66	2.38	20	sim	sim	sim	sim	moderada	portugues	5.03	797.86
H001518	9	5	3	Praia_Iracema_Fortaleza_CE	espaco_inteiro	4.66	10.45	1	nao	sim	sim	sim	flexivel	espanhol	2.06	1092.43
H001519	7	2	2	Copacabana_RJ	espaco_inteiro	4.71	0.16	52	nao	sim	sim	sim	moderada	portugues	0.96	1009.51
H001520	1	1	2	Copacabana_RJ	espaco_inteiro	4.53	0.1	21	nao	nao	sim	sim	moderada	espanhol	3.64	598.32
H001521	4	1	1	Pinheiros_SP	quarto_privativo	4.61	3.9	131	nao	nao	sim	sim	rigorosa	ingles	1.68	393.05
H001522	1	1	1	Centro_SP	espaco_inteiro	4.74	1.43	86	nao	nao	sim	nao	flexivel	portugues	6.63	555.4
H001523	4	2	1	Savassi_BH_MG	espaco_inteiro	4.55	13.71	84	nao	sim	sim	nao	flexivel	portugues	8.1	475.35
H001524	3	1	2	Pelourinho_Salvador_BA	quarto_privativo	4.48	10.32	0	nao	sim	sim	nao	rigorosa	portugues	0.97	574.28
H001525	8	4	2	Asa_Sul_Brasilia_DF	espaco_inteiro	4.57	1.23	31	nao	nao	sim	nao	moderada	portugues	0.34	886.26
H001526	10	4	3	Copacabana_RJ	espaco_inteiro	4.7	2.39	37	nao	sim	sim	sim	moderada	portugues	1.09	872.84
H001527	4	2	1	Pinheiros_SP	quarto_privativo	4.65	0.32	18	nao	sim	sim	nao	flexivel	portugues	4.76	779.72
H001528	4	2	2	Vila_Madalena_SP	quarto_privativo	4.72	0.39	73	nao	sim	sim	nao	moderada	portugues	6.87	435.17
H001529	2	1	1	Copacabana_RJ	quarto_privativo	4.78	6.58	66	nao	nao	sim	nao	rigorosa	portugues	8.21	472.55
H001530	2	1	1	Pinheiros_SP	espaco_inteiro	4.48	2.51	81	nao	nao	sim	nao	rigorosa	portugues	8.09	354.32
H001531	6	2	2	Pinheiros_SP	espaco_inteiro	4.58	4.53	99	nao	sim	sim	nao	rigorosa	portugues	2.17	871.53
H001532	3	1	1	Copacabana_RJ	quarto_privativo	4.38	0.71	95	nao	sim	sim	nao	flexivel	portugues	2.35	583.79
H001533	1	1	1	Centro_SP	quarto_privativo	4.7	3.17	241	nao	nao	sim	nao	rigorosa	portugues	7.54	604.9
H001534	2	1	1	Asa_Sul_Brasilia_DF	quarto_privativo	4.67	4.71	46	nao	nao	sim	nao	flexivel	portugues	1.38	482.97
